user_id,signup_date,country,region,device_primary,acquisition_channel,persona_type,industry,is_team_account,is_student,status,last_active_date,churn_date,first_activation_date
3097,2024-03-04,India,APAC,Android,Organic,Student,Education,False,True,Dormant,2024-12-18,,
3098,2024-04-24,Brazil,LATAM,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1714521600000000000
3099,2024-03-07,India,APAC,iOS,Referral,SocialMediaManager,Agency,False,False,Active,2025-01-31,,1710115200000000000
3100,2024-04-09,US,NA,iOS,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1712707200000000000
3101,2024-05-13,UK,EMEA,Android,Organic,Student,Education,False,True,Dormant,2025-02-01,,1715817600000000000
3102,2024-02-17,India,APAC,Android,PaidSocial,Student,Education,False,True,Reactivated,2024-06-06,,1708732800000000000
3103,2024-01-06,US,NA,iOS,Organic,SMBOwner,Business,True,False,Churned,2024-10-08,1730764800000000000,
3104,2024-06-09,US,NA,Web,Organic,SMBOwner,Business,True,False,Active,2024-09-23,,1718064000000000000
3105,2024-09-12,Other,Other,Web,Organic,SMBOwner,Business,False,False,Active,2025-01-22,,1726704000000000000
3106,2024-04-20,Brazil,LATAM,Web,PaidSocial,Student,Education,False,True,Active,2024-06-21,,
3107,2024-11-10,India,APAC,Web,Organic,Student,Education,False,True,Active,2024-11-25,,
3108,2024-05-14,US,NA,Web,SEO,Creator,CreatorEconomy,False,False,Reactivated,2024-12-13,,
3109,2024-11-24,UK,EMEA,Android,SEO,SMBOwner,Business,False,False,Active,2024-12-23,,
3110,2024-03-27,India,APAC,Android,Referral,SMBOwner,Business,False,False,Churned,2024-06-07,1717891200000000000,
3111,2024-07-15,India,APAC,Web,PaidSocial,Student,Education,False,True,Active,2024-09-22,,1721347200000000000
3112,2024-10-05,US,NA,Web,Email,Student,Education,False,True,Dormant,2025-02-01,,
3113,2024-01-22,US,NA,Web,PaidSocial,Creator,CreatorEconomy,False,False,Churned,2024-07-21,1722211200000000000,1706659200000000000
3114,2024-12-05,Philippines,APAC,Android,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1733875200000000000
3115,2024-05-13,India,APAC,Web,Organic,Student,Education,True,True,Dormant,2025-01-07,,1715731200000000000
3116,2024-06-30,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Active,2024-09-04,,1719964800000000000
3117,2024-08-17,Brazil,LATAM,Web,Organic,SMBOwner,Business,False,False,Active,2024-11-17,,
3118,2024-08-22,Brazil,LATAM,Android,Organic,SocialMediaManager,Agency,True,False,Active,2024-11-12,,1724716800000000000
3119,2024-01-09,US,NA,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-06-23,,1705017600000000000
3120,2024-11-12,Australia,Other,Android,PaidSocial,SMBOwner,Business,False,False,Dormant,2024-12-15,,1731628800000000000
3121,2024-08-15,Brazil,LATAM,iOS,PaidSocial,SocialMediaManager,Agency,False,False,Active,2025-01-17,,1724025600000000000
3122,2024-12-30,India,APAC,Android,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,
3123,2024-06-21,UK,EMEA,Web,SEO,SMBOwner,Business,False,False,Dormant,2024-07-29,,1719446400000000000
3124,2024-08-11,Canada,NA,Android,Organic,Student,Education,False,True,Churned,2025-02-01,1740441600000000000,
3125,2024-06-09,US,NA,Web,SEO,Creator,CreatorEconomy,False,False,Reactivated,2024-10-12,,1718323200000000000
3126,2024-11-20,Philippines,APAC,iOS,SEO,SocialMediaManager,Agency,False,False,Active,2024-11-25,,1732838400000000000
3127,2024-10-30,Other,Other,Android,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1730592000000000000
3128,2024-11-27,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1733097600000000000
3129,2024-07-03,India,APAC,Web,Email,SMBOwner,Business,False,False,Churned,2024-11-08,1731456000000000000,1720396800000000000
3130,2024-10-15,Philippines,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1729296000000000000
3131,2024-05-10,US,NA,Android,SEO,SMBOwner,Business,False,False,Churned,2024-07-21,1723939200000000000,1716076800000000000
3132,2024-06-17,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Churned,2024-10-10,1730937600000000000,
3133,2024-10-04,Canada,NA,Android,Organic,Creator,CreatorEconomy,False,False,Active,2024-12-03,,
3134,2024-01-30,UK,EMEA,Web,Organic,Creator,CreatorEconomy,False,False,Active,2024-04-01,,1707177600000000000
3135,2024-09-16,India,APAC,iOS,Email,Student,Education,False,True,Active,2025-02-01,,
3136,2024-01-06,India,APAC,iOS,Organic,SocialMediaManager,Agency,False,False,Active,2024-11-04,,1704585600000000000
3137,2024-07-30,Brazil,LATAM,Web,Organic,SMBOwner,Business,False,False,Reactivated,2024-09-30,,1722816000000000000
3138,2024-06-23,Other,Other,Web,Email,Student,Education,False,True,Active,2025-02-01,,1719532800000000000
3139,2024-06-20,US,NA,Web,SEO,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1719273600000000000
3140,2024-06-29,India,APAC,iOS,Organic,SocialMediaManager,Agency,False,False,Active,2024-07-13,,1719792000000000000
3141,2024-06-28,US,NA,Web,PaidSocial,Student,Education,False,True,Dormant,2024-10-06,,
3142,2024-05-28,US,NA,Web,SEO,Student,Education,False,True,Active,2024-12-24,,
3143,2024-06-13,India,APAC,Android,Email,Student,Education,False,True,Active,2024-08-11,,1718668800000000000
3144,2024-07-26,UK,EMEA,Web,Organic,SocialMediaManager,Agency,False,False,Dormant,2024-12-24,,1722729600000000000
3145,2024-10-05,India,APAC,Web,Referral,SMBOwner,Business,False,False,Active,2025-02-01,,1728432000000000000
3146,2024-07-20,Brazil,LATAM,Android,Organic,SMBOwner,Business,False,False,Reactivated,2024-07-22,,1721692800000000000
3147,2024-08-22,Brazil,LATAM,Android,Referral,Student,Education,True,True,Dormant,2025-02-01,,
3148,2024-11-01,Australia,Other,Android,Referral,Student,Education,False,True,Active,2025-02-01,,
3149,2024-12-27,India,APAC,Web,Referral,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3150,2024-02-09,UK,EMEA,Android,Referral,Student,Education,False,True,Active,2024-04-17,,
3151,2024-09-17,US,NA,Android,PaidSocial,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1727049600000000000
3152,2024-03-23,US,NA,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-12-26,,1711497600000000000
3153,2024-03-12,Canada,NA,iOS,Organic,SMBOwner,Business,False,False,Active,2024-08-18,,1710979200000000000
3154,2024-10-16,Brazil,LATAM,Web,Organic,Creator,CreatorEconomy,True,False,Churned,2025-02-01,1740873600000000000,1729468800000000000
3155,2024-01-26,Brazil,LATAM,Web,SEO,SMBOwner,Business,False,False,Reactivated,2024-06-21,,1706313600000000000
3156,2024-11-05,India,APAC,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1731456000000000000
3157,2024-10-08,UK,EMEA,Web,PaidSocial,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1728864000000000000
3158,2024-12-29,India,APAC,iOS,PaidSocial,Student,Education,False,True,Active,2025-02-01,,
3159,2024-08-31,UK,EMEA,Web,Email,Student,Education,False,True,Active,2024-10-26,,
3160,2024-11-14,US,NA,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
3161,2024-02-13,Australia,Other,Web,Referral,SocialMediaManager,Agency,False,False,Active,2024-08-30,,1708387200000000000
3162,2024-11-20,Philippines,APAC,Web,PaidSocial,SMBOwner,Business,False,False,Active,2025-02-01,,
3163,2024-02-28,India,APAC,iOS,Email,Student,Education,False,True,Dormant,2024-08-12,,
3164,2024-04-24,Brazil,LATAM,iOS,Referral,Student,Education,False,True,Active,2025-02-01,,
3165,2024-02-16,Canada,NA,Android,Organic,SocialMediaManager,Agency,False,False,Churned,2024-08-11,1725667200000000000,1708214400000000000
3166,2024-05-26,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2024-07-25,,1717372800000000000
3167,2024-09-30,US,NA,Android,Email,SMBOwner,Business,False,False,Active,2025-02-01,,1728172800000000000
3168,2024-04-07,India,APAC,Web,PaidSocial,Creator,CreatorEconomy,True,False,Active,2024-04-26,,1713139200000000000
3169,2024-10-27,India,APAC,Web,Referral,Student,Education,True,True,Active,2025-02-01,,
3170,2024-08-09,India,APAC,Web,Referral,SocialMediaManager,Agency,False,False,Active,2025-01-27,,
3171,2024-08-17,Canada,NA,Web,PaidSocial,Creator,CreatorEconomy,True,False,Active,2024-09-14,,1723939200000000000
3172,2024-12-08,India,APAC,Web,Referral,SMBOwner,Business,False,False,Dormant,2025-02-01,,1734307200000000000
3173,2024-06-06,US,NA,Android,Email,SMBOwner,Business,False,False,Active,2024-08-25,,1718323200000000000
3174,2024-05-05,Brazil,LATAM,Web,Email,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1715644800000000000
3175,2024-12-29,UK,EMEA,Web,Organic,Student,Education,False,True,Active,2025-02-01,,1735862400000000000
3176,2024-07-22,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-01-04,,
3177,2024-08-12,Canada,NA,Android,Organic,SMBOwner,Business,True,False,Active,2024-10-17,,1723593600000000000
3178,2024-04-18,India,APAC,Android,SEO,SMBOwner,Business,True,False,Active,2024-09-27,,
3179,2024-03-19,Australia,Other,Web,Referral,SocialMediaManager,Agency,True,False,Active,2024-09-10,,1711238400000000000
3180,2024-03-02,India,APAC,iOS,Referral,SocialMediaManager,Agency,False,False,Active,2024-08-30,,
3181,2024-03-22,India,APAC,Android,SEO,Student,Education,False,True,Churned,2024-09-10,1726272000000000000,
3182,2024-03-12,Philippines,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Active,2024-08-21,,1710892800000000000
3183,2024-09-29,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-01-11,,
3184,2024-01-22,India,APAC,iOS,Referral,Student,Education,False,True,Active,2024-12-15,,
3185,2024-08-17,India,APAC,Web,PaidSocial,SocialMediaManager,Agency,False,False,Churned,2025-02-01,1738886400000000000,1724284800000000000
3186,2024-12-12,US,NA,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1734220800000000000
3187,2024-10-06,Brazil,LATAM,Android,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1728345600000000000
3188,2024-05-27,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Reactivated,2025-02-01,,1717286400000000000
3189,2024-01-22,India,APAC,Android,SEO,SMBOwner,Business,False,False,Churned,2024-09-26,1727395200000000000,1706572800000000000
3190,2024-10-31,Brazil,LATAM,Android,Referral,Creator,CreatorEconomy,False,False,Active,2024-12-26,,
3191,2024-01-02,India,APAC,iOS,Email,SMBOwner,Business,False,False,Active,2024-06-08,,1704326400000000000
3192,2024-09-05,India,APAC,Android,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3193,2024-09-01,India,APAC,Android,Organic,Student,Education,False,True,Churned,2025-02-01,1740096000000000000,
3194,2024-03-11,Brazil,LATAM,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1710806400000000000
3195,2024-09-27,US,NA,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3196,2024-03-05,UK,EMEA,Web,SEO,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
3197,2024-03-23,UK,EMEA,Web,Organic,SMBOwner,Business,False,False,Active,2024-06-23,,1711497600000000000
3198,2024-10-23,US,NA,iOS,Organic,Student,Education,False,True,Dormant,2025-02-01,,1730246400000000000
3199,2024-12-23,Australia,Other,iOS,Referral,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1735257600000000000
3200,2024-04-06,Philippines,APAC,Android,Organic,Student,Education,False,True,Active,2024-12-16,,
3201,2024-12-02,UK,EMEA,Android,Referral,Student,Education,True,True,Active,2025-02-01,,
3202,2024-11-29,Brazil,LATAM,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1733529600000000000
3203,2024-10-07,India,APAC,Android,Organic,Student,Education,False,True,Dormant,2024-11-16,,1728432000000000000
3204,2024-02-21,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2024-03-16,,1708992000000000000
3205,2024-04-19,UK,EMEA,Web,Organic,SocialMediaManager,Agency,False,False,Reactivated,2024-07-15,,1713744000000000000
3206,2024-09-04,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-12-16,,1725926400000000000
3207,2024-12-30,India,APAC,iOS,Referral,SocialMediaManager,Agency,True,False,Active,2025-01-20,,
3208,2024-10-24,India,APAC,iOS,Email,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1730419200000000000
3209,2024-06-02,India,APAC,iOS,Organic,SMBOwner,Business,False,False,Dormant,2024-06-14,,
3210,2024-03-26,Brazil,LATAM,Android,Organic,Creator,CreatorEconomy,False,False,Active,2024-08-04,,1711843200000000000
3211,2024-12-16,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2025-01-23,,1734566400000000000
3212,2024-04-10,UK,EMEA,Web,Referral,Creator,CreatorEconomy,False,False,Active,2024-11-22,,1712966400000000000
3213,2024-05-04,India,APAC,Web,Organic,SMBOwner,Business,True,False,Active,2025-02-01,,1715040000000000000
3214,2024-12-18,US,NA,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,
3215,2024-07-24,India,APAC,Android,Referral,Student,Education,False,True,Active,2025-02-01,,
3216,2024-04-06,India,APAC,Web,Referral,Student,Education,False,True,Active,2024-11-03,,1713052800000000000
3217,2024-01-02,US,NA,iOS,PaidSocial,Creator,CreatorEconomy,False,False,Reactivated,2024-04-09,,1704412800000000000
3218,2024-06-05,India,APAC,Web,Organic,SMBOwner,Business,False,False,Active,2024-10-18,,1717632000000000000
3219,2024-12-25,US,NA,Web,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1735257600000000000
3220,2024-06-06,UK,EMEA,Android,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3221,2024-09-12,Philippines,APAC,Android,PaidSocial,SocialMediaManager,Agency,False,False,Dormant,2025-01-22,,1726617600000000000
3222,2024-04-02,UK,EMEA,Web,Referral,Creator,CreatorEconomy,False,False,Active,2024-07-01,,
3223,2024-10-10,US,NA,Android,Organic,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1728950400000000000
3224,2024-10-10,US,NA,Android,Referral,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1728950400000000000
3225,2024-08-10,US,NA,Web,SEO,Student,Education,False,True,Active,2024-12-25,,
3226,2024-10-08,US,NA,Android,Referral,Student,Education,False,True,Reactivated,2024-10-17,,
3227,2024-07-30,US,NA,iOS,Organic,SMBOwner,Business,False,False,Dormant,2024-12-26,,
3228,2024-05-18,US,NA,Web,Organic,Student,Education,True,True,Dormant,2025-02-01,,1716595200000000000
3229,2024-09-26,Australia,Other,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,1727913600000000000
3230,2024-10-31,US,NA,Web,PaidSocial,SMBOwner,Business,True,False,Active,2025-02-01,,1730851200000000000
3231,2024-11-02,India,APAC,Android,Organic,Student,Education,False,True,Dormant,2025-02-01,,
3232,2024-03-18,UK,EMEA,iOS,Organic,Student,Education,False,True,Dormant,2025-02-01,,
3233,2024-09-03,Australia,Other,Web,Referral,Creator,CreatorEconomy,False,False,Churned,2024-10-11,1730764800000000000,
3234,2024-01-02,Australia,Other,iOS,PaidSocial,SMBOwner,Business,False,False,Reactivated,2024-02-15,,1704412800000000000
3235,2024-07-27,India,APAC,iOS,PaidSocial,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1722556800000000000
3236,2024-07-27,UK,EMEA,Web,PaidSocial,Student,Education,False,True,Dormant,2025-02-01,,
3237,2024-05-12,Other,Other,Android,PaidSocial,Creator,CreatorEconomy,False,False,Active,2024-07-27,,1715644800000000000
3238,2024-12-28,India,APAC,iOS,PaidSocial,SocialMediaManager,Agency,True,False,Churned,2025-02-01,1740182400000000000,1735430400000000000
3239,2024-11-18,US,NA,iOS,Organic,SMBOwner,Business,False,False,Dormant,2025-02-01,,1731974400000000000
3240,2024-01-15,India,APAC,Android,Organic,SocialMediaManager,Agency,False,False,Churned,2024-04-14,1714694400000000000,1705881600000000000
3241,2024-03-17,Australia,Other,Web,SEO,Student,Education,False,True,Dormant,2024-03-24,,1710720000000000000
3242,2024-03-16,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2024-05-29,,1711152000000000000
3243,2024-11-23,Canada,NA,Web,SEO,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3244,2024-07-08,India,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,
3245,2024-09-23,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3246,2024-10-22,India,APAC,Android,Referral,Student,Education,False,True,Active,2025-02-01,,1729641600000000000
3247,2024-10-07,India,APAC,Android,PaidSocial,Student,Education,False,True,Active,2024-12-23,,1728518400000000000
3248,2024-02-02,Brazil,LATAM,Web,SEO,Student,Education,False,True,Active,2024-09-27,,1707177600000000000
3249,2024-02-21,India,APAC,iOS,Email,SocialMediaManager,Agency,False,False,Churned,2024-07-15,1721260800000000000,1709164800000000000
3250,2024-05-24,India,APAC,Web,Organic,Student,Education,False,True,Active,2024-08-29,,1716595200000000000
3251,2024-05-03,Brazil,LATAM,Web,Organic,SocialMediaManager,Agency,False,False,Active,2025-01-07,,1715212800000000000
3252,2024-09-29,US,NA,iOS,Organic,Student,Education,False,True,Dormant,2025-02-01,,
3253,2024-02-27,US,NA,Web,SEO,SMBOwner,Business,False,False,Active,2024-10-04,,1709251200000000000
3254,2024-05-15,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Active,2024-08-10,,1716422400000000000
3255,2024-03-27,Philippines,APAC,iOS,Referral,SMBOwner,Business,False,False,Active,2024-08-29,,1712188800000000000
3256,2024-03-09,US,NA,iOS,Organic,Student,Education,False,True,Active,2024-04-03,,1710720000000000000
3257,2024-03-04,India,APAC,iOS,SEO,Creator,CreatorEconomy,False,False,Churned,2024-03-17,1712707200000000000,1709769600000000000
3258,2024-03-12,UK,EMEA,Web,SEO,Student,Education,False,True,Dormant,2024-12-17,,
3259,2024-07-24,US,NA,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2025-02-01,,
3260,2024-05-29,US,NA,Web,PaidSocial,SMBOwner,Business,False,False,Active,2024-07-06,,1717113600000000000
3261,2024-06-07,US,NA,Web,PaidSocial,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1718409600000000000
3262,2024-06-23,US,NA,iOS,Referral,Student,Education,False,True,Dormant,2025-02-01,,1719705600000000000
3263,2024-09-27,UK,EMEA,Web,PaidSocial,Creator,CreatorEconomy,False,False,Dormant,2025-01-05,,
3264,2024-11-10,India,APAC,Android,SEO,Creator,CreatorEconomy,True,False,Active,2025-02-01,,1731628800000000000
3265,2024-07-11,Australia,Other,Web,SEO,SMBOwner,Business,False,False,Active,2024-10-26,,
3266,2024-08-22,India,APAC,Android,PaidSocial,Creator,CreatorEconomy,False,False,Active,2024-09-17,,1724371200000000000
3267,2024-09-26,UK,EMEA,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1728086400000000000
3268,2024-09-08,India,APAC,Web,SEO,Student,Education,False,True,Active,2024-12-27,,
3269,2024-02-19,US,NA,Web,Organic,SMBOwner,Business,False,False,Dormant,2024-08-30,,
3270,2024-12-24,US,NA,iOS,PaidSocial,SocialMediaManager,Agency,False,False,Active,2025-01-20,,1735084800000000000
3271,2024-03-01,UK,EMEA,Android,Organic,SocialMediaManager,Agency,False,False,Dormant,2024-03-16,,1709769600000000000
3272,2024-05-30,Australia,Other,Android,Email,Student,Education,False,True,Active,2025-01-14,,
3273,2024-08-26,US,NA,Web,Organic,Creator,CreatorEconomy,False,False,Active,2025-01-24,,
3274,2024-05-27,Brazil,LATAM,Android,Organic,SMBOwner,Business,False,False,Dormant,2025-01-25,,1717459200000000000
3275,2024-03-29,Other,Other,Android,Organic,Student,Education,False,True,Active,2025-02-01,,1711929600000000000
3276,2024-12-03,Other,Other,Android,Organic,SocialMediaManager,Agency,False,False,Reactivated,2025-02-01,,1733875200000000000
3277,2024-01-27,India,APAC,Android,Organic,SocialMediaManager,Agency,False,False,Active,2024-02-23,,1707091200000000000
3278,2024-03-30,India,APAC,iOS,PaidSocial,SMBOwner,Business,False,False,Dormant,2024-07-12,,1711843200000000000
3279,2024-12-28,Canada,NA,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1735603200000000000
3280,2024-09-23,India,APAC,iOS,Organic,SocialMediaManager,Agency,False,False,Active,2024-11-26,,1727136000000000000
3281,2024-02-01,Australia,Other,Android,Organic,SocialMediaManager,Agency,False,False,Active,2024-07-16,,1707350400000000000
3282,2024-10-02,India,APAC,Web,Organic,SMBOwner,Business,False,False,Active,2025-02-01,,1728086400000000000
3283,2024-12-19,Australia,Other,Web,Email,SocialMediaManager,Agency,False,False,Active,2025-02-01,,
3284,2024-02-05,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-11-28,,1707782400000000000
3285,2024-05-31,Brazil,LATAM,Web,Referral,Student,Education,False,True,Churned,2024-06-21,1720137600000000000,
3286,2024-06-19,UK,EMEA,Web,SEO,Student,Education,False,True,Active,2025-01-11,,1719273600000000000
3287,2024-02-17,India,APAC,Android,SEO,SocialMediaManager,Agency,False,False,Active,2024-05-07,,
3288,2024-03-14,US,NA,Android,Referral,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3289,2024-03-04,US,NA,Android,Organic,SocialMediaManager,Agency,False,False,Reactivated,2024-06-04,,1710028800000000000
3290,2024-03-08,Brazil,LATAM,iOS,Referral,Student,Education,False,True,Active,2024-04-09,,
3291,2024-05-27,US,NA,Web,SEO,SMBOwner,Business,False,False,Dormant,2025-02-01,,1717286400000000000
3292,2024-06-18,US,NA,Web,Organic,Creator,CreatorEconomy,True,False,Active,2025-02-01,,
3293,2024-03-27,India,APAC,Android,Email,SocialMediaManager,Agency,False,False,Active,2024-12-07,,
3294,2024-04-15,Canada,NA,Android,Organic,Student,Education,False,True,Active,2024-12-13,,
3295,2024-03-11,India,APAC,Android,Email,SMBOwner,Business,False,False,Reactivated,2024-11-30,,1710892800000000000
3296,2024-10-17,Other,Other,iOS,Email,SocialMediaManager,Agency,False,False,Active,2025-01-13,,1729900800000000000
3297,2024-03-18,UK,EMEA,Web,Organic,SMBOwner,Business,False,False,Active,2024-11-17,,1710979200000000000
3298,2024-11-27,Brazil,LATAM,Android,Organic,Student,Education,False,True,Dormant,2025-02-01,,
3299,2024-07-15,Australia,Other,iOS,Referral,Student,Education,False,True,Active,2025-02-01,,
3300,2024-10-19,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Churned,2025-02-01,1739836800000000000,1729468800000000000
3301,2024-08-20,India,APAC,Android,PaidSocial,SMBOwner,Business,False,False,Active,2025-02-01,,1724544000000000000
3302,2024-04-07,India,APAC,Web,Organic,SocialMediaManager,Agency,True,False,Churned,2024-08-02,1724198400000000000,1712880000000000000
3303,2024-08-07,India,APAC,Web,Organic,Student,Education,False,True,Churned,2024-10-13,1731196800000000000,
3304,2024-04-10,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Active,2024-08-10,,1713312000000000000
3305,2024-02-13,Brazil,LATAM,Android,PaidSocial,Creator,CreatorEconomy,False,False,Reactivated,2024-09-02,,1708560000000000000
3306,2024-04-02,US,NA,Android,PaidSocial,Student,Education,False,True,Reactivated,2024-12-21,,
3307,2024-04-10,US,NA,iOS,PaidSocial,SMBOwner,Business,False,False,Churned,2024-04-18,1714348800000000000,
3308,2024-02-19,US,NA,Android,Organic,SMBOwner,Business,False,False,Active,2024-03-22,,
3309,2024-01-09,India,APAC,Web,SEO,SocialMediaManager,Agency,False,False,Dormant,2024-04-20,,1705536000000000000
3310,2024-12-10,US,NA,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,1734480000000000000
3311,2024-07-06,India,APAC,Web,Organic,Creator,CreatorEconomy,False,False,Churned,2024-10-19,1730419200000000000,1721001600000000000
3312,2024-05-26,Brazil,LATAM,Android,Organic,SocialMediaManager,Agency,False,False,Active,2024-11-24,,1717113600000000000
3313,2024-12-05,Canada,NA,Web,SEO,Student,Education,False,True,Dormant,2025-02-01,,
3314,2024-03-23,India,APAC,Android,Organic,SocialMediaManager,Agency,False,False,Churned,2024-05-25,1716940800000000000,1711238400000000000
3315,2024-05-27,Canada,NA,iOS,Organic,Student,Education,False,True,Reactivated,2024-08-06,,
3316,2024-11-05,US,NA,Web,PaidSocial,SocialMediaManager,Agency,True,False,Churned,2025-02-01,1738627200000000000,1731456000000000000
3317,2024-08-18,India,APAC,Android,Organic,Creator,CreatorEconomy,False,False,Churned,2025-02-01,1740614400000000000,1724371200000000000
3318,2024-05-25,India,APAC,Android,Email,Creator,CreatorEconomy,False,False,Dormant,2024-10-08,,
3319,2024-04-03,India,APAC,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-06-13,,1712188800000000000
3320,2024-01-13,Brazil,LATAM,Web,Organic,SocialMediaManager,Agency,False,False,Active,2024-03-01,,1705363200000000000
3321,2024-02-01,Brazil,LATAM,Android,Referral,Student,Education,True,True,Reactivated,2025-01-20,,
3322,2024-02-29,UK,EMEA,Web,SEO,SocialMediaManager,Agency,False,False,Active,2024-09-30,,1709683200000000000
3323,2024-10-14,India,APAC,Web,Referral,Student,Education,True,True,Dormant,2025-02-01,,1729123200000000000
3324,2024-08-21,India,APAC,Android,SEO,Creator,CreatorEconomy,False,False,Active,2024-12-15,,
3325,2024-06-07,US,NA,Android,Organic,Creator,CreatorEconomy,False,False,Active,2024-08-03,,1718150400000000000
3326,2024-10-12,India,APAC,Web,PaidSocial,Student,Education,False,True,Active,2025-01-23,,
3327,2024-02-28,US,NA,iOS,SEO,SMBOwner,Business,True,False,Reactivated,2024-12-08,,1709510400000000000
3328,2024-03-17,India,APAC,iOS,SEO,SMBOwner,Business,False,False,Active,2024-09-07,,1711411200000000000
3329,2024-05-23,India,APAC,iOS,Organic,Creator,CreatorEconomy,False,False,Active,2025-02-01,,
3330,2024-11-30,US,NA,Android,Organic,SocialMediaManager,Agency,False,False,Active,2025-02-01,,1733702400000000000
3331,2024-08-12,India,APAC,Web,Organic,Student,Education,False,True,Active,2025-02-01,,1723766400000000000
3332,2024-11-06,UK,EMEA,Web,Referral,SMBOwner,Business,False,False,Active,2025-02-01,,1730937600000000000
3333,2024-03-31,Australia,Other,iOS,Organic,Student,Education,False,True,Active,2024-06-04,,1712448000000000000
3334,2024-11-05,UK,EMEA,iOS,Email,SMBOwner,Business,False,False,Dormant,2025-02-01,,1731369600000000000
3335,2024-01-27,Other,Other,Android,Organic,Student,Education,True,True,Churned,2024-12-09,1735430400000000000,
3336,2024-03-24,UK,EMEA,Android,SEO,SMBOwner,Business,False,False,Churned,2024-10-04,1730160000000000000,
3337,2024-07-09,Australia,Other,Web,Organic,Creator,CreatorEconomy,False,False,Dormant,2024-10-08,,1720569600000000000
3338,2024-01-19,UK,EMEA,Android,PaidSocial,Student,Education,False,True,Active,2024-08-14,,
3339,2024-11-09,Brazil,LATAM,Web,Referral,SocialMediaManager,Agency,False,False,Dormant,2025-02-01,,1731456000000000000
3340,2024-11-12,US,NA,Android,SEO,SMBOwner,Business,False,False,Dormant,2025-02-01,,1732060800000000000
3341,2024-07-16,US,NA,Android,Organic,Student,Education,False,True,Dormant,2025-02-01,,1721865600000000000
3342,2024-04-21,India,APAC,Android,PaidSocial,SMBOwner,Business,False,False,Dormant,2024-05-27,,1713916800000000000
