referral_id,referrer_user_id,referral_channel,referral_sent_date,referral_status,referral_accepted_date,reward_granted
R2037_2,2037,Email,2024-08-31,Accepted,2024-09-16,1 month Pro
R2037_3,2037,Instagram DM,2024-08-25,Pending,,
R2040_0,2040,WhatsApp,2024-06-15,Pending,,
R2040_1,2040,Instagram DM,2024-07-15,Pending,,
R2040_2,2040,Instagram DM,2024-07-15,Accepted,2024-07-30,Credit Pack
R2060_0,2060,Link,2024-06-11,Accepted,2024-06-16,Credit Pack
R2066_0,2066,WhatsApp,2024-07-14,Accepted,2024-07-17,Template Unlock
R2075_0,2075,Team Invite,2024-09-15,Pending,,
R2075_1,2075,Link,2024-10-04,Pending,,
R2081_0,2081,Email,2024-11-05,Accepted,2024-11-15,Credit Pack
R2081_1,2081,WhatsApp,2024-11-24,Pending,,
R2081_2,2081,Link,2024-11-02,Accepted,2024-11-17,1 month Pro
R2081_3,2081,Link,2024-11-30,Accepted,2024-12-14,1 month Pro
R2081_4,2081,Link,2024-11-03,Pending,,
R2083_0,2083,Link,2024-05-05,Pending,,
R2083_1,2083,Link,2024-05-07,Accepted,2024-05-25,1 month Pro
R2083_2,2083,Link,2024-06-07,Pending,,
R2083_3,2083,Email,2024-05-05,Accepted,2024-05-22,1 month Pro
R2083_4,2083,WhatsApp,2024-05-17,Accepted,2024-06-04,Template Unlock
R2093_0,2093,WhatsApp,2024-11-25,Accepted,2024-12-01,1 month Pro
R2093_1,2093,Link,2024-10-22,Accepted,2024-10-24,1 month Pro
R2093_2,2093,Link,2024-12-02,Accepted,2024-12-03,1 month Pro
R2093_3,2093,WhatsApp,2024-11-03,Accepted,2024-11-04,Template Unlock
R2093_4,2093,WhatsApp,2024-11-18,Accepted,2024-11-27,1 month Pro
R2097_0,2097,Link,2024-12-31,Pending,,
R2097_1,2097,Link,2025-01-11,Accepted,2025-01-12,1 month Pro
R2097_2,2097,WhatsApp,2025-01-13,Accepted,2025-01-16,Template Unlock
R2105_0,2105,Team Invite,2024-12-20,Pending,,
R2105_1,2105,WhatsApp,2024-12-12,Accepted,2024-12-14,1 month Pro
R2105_2,2105,Instagram DM,2024-12-08,Accepted,2024-12-14,1 month Pro
R2108_0,2108,Link,2024-03-07,Pending,,
R2126_0,2126,WhatsApp,2024-04-15,Accepted,2024-04-19,1 month Pro
R2137_0,2137,WhatsApp,2024-07-19,Pending,,
R2137_1,2137,Instagram DM,2024-07-24,Pending,,
R2137_2,2137,WhatsApp,2024-08-08,Pending,,
R2137_3,2137,WhatsApp,2024-08-20,Pending,,
R2147_0,2147,Instagram DM,2024-03-31,Accepted,2024-04-16,Credit Pack
R2147_1,2147,Instagram DM,2024-03-13,Pending,,
R2162_0,2162,Email,2024-05-07,Pending,,
R2162_1,2162,Link,2024-04-14,Accepted,2024-04-21,Credit Pack
R2164_0,2164,Link,2025-01-03,Pending,,
R2164_1,2164,Link,2024-12-26,Accepted,2024-12-27,Credit Pack
R2164_2,2164,Email,2024-12-06,Pending,,
R2164_3,2164,WhatsApp,2024-12-04,Accepted,2024-12-18,1 month Pro
R2164_4,2164,Link,2025-01-09,Accepted,2025-01-18,1 month Pro
R2178_0,2178,Link,2024-07-21,Pending,,
R2178_1,2178,Link,2024-07-27,Pending,,
R2178_2,2178,Team Invite,2024-07-18,Accepted,2024-07-20,Credit Pack
R2178_3,2178,Instagram DM,2024-06-30,Pending,,
R2188_0,2188,WhatsApp,2024-05-16,Pending,,
R2188_1,2188,Link,2024-04-29,Accepted,2024-05-08,1 month Pro
R2193_0,2193,Email,2024-05-14,Accepted,2024-05-28,Template Unlock
R2193_1,2193,WhatsApp,2024-04-17,Pending,,
R2193_2,2193,Email,2024-04-19,Accepted,2024-04-28,1 month Pro
R2193_3,2193,Link,2024-05-26,Pending,,
R2196_0,2196,Instagram DM,2024-11-16,Pending,,
R2204_0,2204,Link,2024-05-27,Pending,,
R2204_1,2204,Email,2024-05-21,Pending,,
R2204_2,2204,Instagram DM,2024-05-05,Accepted,2024-05-17,1 month Pro
R2204_3,2204,Link,2024-05-21,Accepted,2024-06-04,1 month Pro
R2205_0,2205,WhatsApp,2024-06-16,Pending,,
R2205_1,2205,Link,2024-07-21,Pending,,
R2207_0,2207,Team Invite,2024-02-22,Accepted,2024-02-28,Credit Pack
R2207_1,2207,Link,2024-02-22,Accepted,2024-02-25,Template Unlock
R2207_2,2207,WhatsApp,2024-03-08,Accepted,2024-03-11,Credit Pack
R2207_3,2207,WhatsApp,2024-03-24,Accepted,2024-04-02,1 month Pro
R2207_4,2207,Team Invite,2024-03-12,Accepted,2024-03-23,1 month Pro
R2211_0,2211,Link,2024-10-02,Accepted,2024-10-08,1 month Pro
R2211_1,2211,Team Invite,2024-10-07,Accepted,2024-10-15,Template Unlock
R2211_2,2211,Link,2024-10-22,Pending,,
R2211_3,2211,Team Invite,2024-10-08,Pending,,
R2211_4,2211,Link,2024-09-30,Accepted,2024-10-16,1 month Pro
R2212_0,2212,Link,2024-10-14,Accepted,2024-10-21,Template Unlock
R2213_0,2213,Email,2024-08-19,Pending,,
R2213_1,2213,Team Invite,2024-08-17,Pending,,
R2213_2,2213,Link,2024-09-08,Pending,,
R2213_3,2213,Email,2024-08-21,Accepted,2024-09-05,Template Unlock
R2213_4,2213,Email,2024-08-23,Accepted,2024-09-09,1 month Pro
R2226_0,2226,Link,2024-08-21,Pending,,
R2226_1,2226,Link,2024-09-24,Accepted,2024-09-25,1 month Pro
R2230_0,2230,Email,2025-02-02,Pending,,
R2231_0,2231,Link,2024-09-11,Accepted,2024-09-18,1 month Pro
R2231_1,2231,Link,2024-08-30,Accepted,2024-09-11,1 month Pro
R2231_2,2231,Instagram DM,2024-09-30,Pending,,
R2231_3,2231,Instagram DM,2024-09-09,Accepted,2024-09-14,Template Unlock
R2231_4,2231,Instagram DM,2024-09-08,Accepted,2024-09-16,1 month Pro
R2234_0,2234,Link,2024-02-27,Accepted,2024-03-07,Credit Pack
R2234_1,2234,Team Invite,2024-04-01,Accepted,2024-04-06,1 month Pro
R2234_2,2234,Email,2024-03-19,Pending,,
R2239_0,2239,Link,2024-07-06,Pending,,
R2239_1,2239,Link,2024-06-30,Accepted,2024-07-16,1 month Pro
R2239_2,2239,WhatsApp,2024-07-28,Accepted,2024-08-13,1 month Pro
R2239_3,2239,Link,2024-06-27,Accepted,2024-07-11,Template Unlock
R2239_4,2239,WhatsApp,2024-07-03,Pending,,
R2255_0,2255,Link,2024-05-21,Pending,,
R2255_1,2255,Team Invite,2024-04-27,Pending,,
R2255_2,2255,Email,2024-05-08,Pending,,
R2255_3,2255,Team Invite,2024-04-27,Pending,,
R2255_4,2255,Link,2024-05-06,Accepted,2024-05-16,1 month Pro
R2258_0,2258,Link,2024-09-17,Pending,,
R2258_1,2258,Instagram DM,2024-09-12,Accepted,2024-09-28,1 month Pro
R2258_2,2258,Email,2024-08-31,Accepted,2024-09-16,1 month Pro
R2258_3,2258,Instagram DM,2024-09-01,Accepted,2024-09-07,1 month Pro
R2262_0,2262,Link,2025-01-02,Pending,,
R2262_1,2262,Link,2025-01-07,Accepted,2025-01-12,Credit Pack
R2262_2,2262,Email,2025-01-20,Pending,,
R2262_3,2262,Link,2025-02-02,Accepted,2025-02-10,1 month Pro
R2262_4,2262,Link,2025-01-28,Accepted,2025-02-03,1 month Pro
R2269_0,2269,Link,2024-02-27,Pending,,
R2287_0,2287,WhatsApp,2025-01-01,Accepted,2025-01-10,1 month Pro
R2289_0,2289,WhatsApp,2025-01-06,Accepted,2025-01-12,Template Unlock
R2293_0,2293,WhatsApp,2024-04-29,Accepted,2024-05-02,1 month Pro
R2293_1,2293,WhatsApp,2024-04-18,Accepted,2024-04-19,1 month Pro
R2302_0,2302,Instagram DM,2024-03-22,Accepted,2024-04-06,Credit Pack
R2302_1,2302,Link,2024-03-01,Pending,,
R2302_2,2302,Email,2024-03-13,Accepted,2024-03-20,1 month Pro
R2305_0,2305,Link,2024-12-19,Accepted,2024-12-22,Credit Pack
R2305_1,2305,Instagram DM,2025-01-13,Accepted,2025-01-19,Template Unlock
R2305_2,2305,Link,2024-12-24,Pending,,
R2306_0,2306,WhatsApp,2024-03-02,Pending,,
R2306_1,2306,Link,2024-03-05,Pending,,
R2306_2,2306,Team Invite,2024-02-14,Accepted,2024-02-25,Credit Pack
R2306_3,2306,Team Invite,2024-03-08,Accepted,2024-03-13,1 month Pro
R2307_0,2307,Email,2024-05-08,Pending,,
R2307_1,2307,WhatsApp,2024-05-07,Accepted,2024-05-20,Template Unlock
R2307_2,2307,Link,2024-05-24,Pending,,
R2307_3,2307,Link,2024-05-22,Pending,,
R2313_0,2313,Link,2024-07-25,Accepted,2024-07-26,Template Unlock
R2313_1,2313,Link,2024-08-07,Pending,,
R2313_2,2313,WhatsApp,2024-08-17,Accepted,2024-09-01,1 month Pro
R2313_3,2313,WhatsApp,2024-07-24,Accepted,2024-07-28,Template Unlock
R2313_4,2313,Link,2024-08-03,Pending,,
R2320_0,2320,Instagram DM,2024-10-23,Accepted,2024-10-27,Template Unlock
R2320_1,2320,Link,2024-10-13,Accepted,2024-10-23,Credit Pack
R2320_2,2320,Instagram DM,2024-11-15,Accepted,2024-11-27,1 month Pro
R2320_3,2320,WhatsApp,2024-10-27,Accepted,2024-11-04,Template Unlock
R2323_0,2323,Link,2024-05-27,Accepted,2024-06-01,1 month Pro
R2323_1,2323,Link,2024-06-09,Pending,,
R2323_2,2323,WhatsApp,2024-05-12,Accepted,2024-05-20,Credit Pack
R2323_3,2323,Email,2024-05-09,Pending,,
R2323_4,2323,Link,2024-05-12,Accepted,2024-05-22,1 month Pro
R2330_0,2330,Link,2024-03-28,Accepted,2024-04-13,1 month Pro
R2330_1,2330,Email,2024-04-04,Accepted,2024-04-22,1 month Pro
R2330_2,2330,WhatsApp,2024-03-25,Pending,,
R2330_3,2330,Email,2024-02-28,Pending,,
R2330_4,2330,Link,2024-03-28,Accepted,2024-04-05,1 month Pro
R2336_0,2336,Link,2024-08-27,Accepted,2024-09-15,1 month Pro
R2336_1,2336,Link,2024-07-29,Pending,,
R2336_2,2336,Instagram DM,2024-08-28,Pending,,
R2340_0,2340,Link,2024-03-01,Accepted,2024-03-07,Template Unlock
R2340_1,2340,Link,2024-02-29,Accepted,2024-03-18,Template Unlock
R2341_0,2341,Instagram DM,2024-06-24,Accepted,2024-07-01,Credit Pack
R2341_1,2341,Link,2024-07-04,Accepted,2024-07-10,1 month Pro
R2341_2,2341,WhatsApp,2024-07-16,Pending,,
R2341_3,2341,Team Invite,2024-06-05,Accepted,2024-06-16,1 month Pro
R2341_4,2341,Link,2024-06-16,Accepted,2024-07-01,1 month Pro
R2348_0,2348,Instagram DM,2024-11-10,Accepted,2024-11-12,Credit Pack
R2352_0,2352,Instagram DM,2024-10-03,Pending,,
R2352_1,2352,WhatsApp,2024-11-11,Accepted,2024-11-12,Credit Pack
R2352_2,2352,Link,2024-10-17,Pending,,
R2362_0,2362,Instagram DM,2024-10-03,Pending,,
R2362_1,2362,Email,2024-10-24,Accepted,2024-11-09,1 month Pro
R2362_2,2362,Link,2024-10-27,Accepted,2024-11-06,Template Unlock
R2367_0,2367,Email,2024-05-20,Accepted,2024-06-02,1 month Pro
R2367_1,2367,Link,2024-05-12,Pending,,
R2367_2,2367,Link,2024-05-29,Accepted,2024-06-07,Credit Pack
R2369_0,2369,Instagram DM,2024-03-09,Accepted,2024-03-11,Template Unlock
R2373_0,2373,Email,2024-02-03,Pending,,
R2373_1,2373,Link,2024-03-05,Pending,,
R2375_0,2375,Instagram DM,2024-09-22,Accepted,2024-09-28,1 month Pro
R2375_1,2375,Link,2024-10-12,Accepted,2024-10-22,Credit Pack
R2380_0,2380,Email,2024-10-03,Pending,,
R2380_1,2380,WhatsApp,2024-09-18,Accepted,2024-09-24,1 month Pro
R2380_2,2380,Instagram DM,2024-09-11,Pending,,
R2381_0,2381,WhatsApp,2024-04-13,Pending,,
R2381_1,2381,WhatsApp,2024-04-18,Accepted,2024-05-07,Template Unlock
R2387_0,2387,Instagram DM,2024-12-16,Accepted,2025-01-01,1 month Pro
R2387_1,2387,Link,2025-01-12,Accepted,2025-01-25,Template Unlock
R2388_0,2388,Link,2025-01-26,Pending,,
R2388_1,2388,Email,2024-12-24,Pending,,
R2388_2,2388,WhatsApp,2025-01-18,Accepted,2025-02-06,1 month Pro
R2388_3,2388,Instagram DM,2025-02-01,Pending,,
R2396_0,2396,Email,2024-09-06,Pending,,
R2396_1,2396,Link,2024-09-24,Accepted,2024-10-03,Credit Pack
R2396_2,2396,Link,2024-09-25,Accepted,2024-10-14,1 month Pro
R2396_3,2396,Link,2024-09-13,Accepted,2024-09-25,1 month Pro
R2396_4,2396,Instagram DM,2024-09-13,Accepted,2024-09-26,1 month Pro
R2400_0,2400,Link,2024-10-27,Accepted,2024-10-30,1 month Pro
R2400_1,2400,Instagram DM,2024-10-08,Accepted,2024-10-13,1 month Pro
R2405_0,2405,WhatsApp,2024-06-10,Pending,,
R2405_1,2405,Link,2024-06-19,Accepted,2024-06-30,Credit Pack
R2405_2,2405,Link,2024-05-26,Pending,,
R2405_3,2405,Link,2024-06-11,Pending,,
R2409_0,2409,Email,2024-07-10,Accepted,2024-07-19,1 month Pro
R2409_1,2409,Link,2024-07-18,Accepted,2024-07-22,Credit Pack
R2410_0,2410,Link,2024-02-21,Accepted,2024-03-09,1 month Pro
R2410_1,2410,Link,2024-01-30,Accepted,2024-02-05,1 month Pro
R2410_2,2410,Team Invite,2024-02-06,Accepted,2024-02-10,Credit Pack
R2410_3,2410,Team Invite,2024-01-12,Accepted,2024-01-21,1 month Pro
R2430_0,2430,Email,2024-05-12,Accepted,2024-05-28,Credit Pack
R2430_1,2430,Team Invite,2024-04-22,Accepted,2024-05-04,1 month Pro
R2430_2,2430,Instagram DM,2024-04-23,Pending,,
R2430_3,2430,Email,2024-04-10,Pending,,
R2430_4,2430,WhatsApp,2024-04-15,Pending,,
R2431_0,2431,Link,2024-03-15,Accepted,2024-03-17,1 month Pro
R2431_1,2431,WhatsApp,2024-03-24,Accepted,2024-04-05,1 month Pro
R2431_2,2431,Link,2024-03-02,Accepted,2024-03-06,1 month Pro
R2433_0,2433,Instagram DM,2024-03-11,Accepted,2024-03-13,1 month Pro
R2438_0,2438,Email,2024-10-02,Pending,,
R2438_1,2438,Link,2024-09-25,Accepted,2024-10-02,1 month Pro
R2438_2,2438,WhatsApp,2024-09-10,Pending,,
R2438_3,2438,Email,2024-09-08,Accepted,2024-09-20,Credit Pack
R2441_0,2441,Team Invite,2024-06-18,Accepted,2024-06-28,1 month Pro
R2441_1,2441,Link,2024-06-25,Accepted,2024-07-06,1 month Pro
R2441_2,2441,WhatsApp,2024-06-07,Accepted,2024-06-19,Template Unlock
R2441_3,2441,Link,2024-05-24,Accepted,2024-05-30,1 month Pro
R2441_4,2441,Email,2024-05-25,Pending,,
R2446_0,2446,Link,2024-12-09,Pending,,
R2446_1,2446,Link,2024-12-11,Pending,,
R2447_0,2447,Email,2024-10-31,Accepted,2024-11-01,Template Unlock
R2447_1,2447,Link,2024-11-13,Accepted,2024-11-24,Template Unlock
R2447_2,2447,Link,2024-11-13,Pending,,
R2453_0,2453,Link,2024-02-13,Accepted,2024-02-26,1 month Pro
R2453_1,2453,WhatsApp,2024-03-04,Accepted,2024-03-09,Template Unlock
R2453_2,2453,Instagram DM,2024-03-05,Accepted,2024-03-24,Credit Pack
R2453_3,2453,Link,2024-02-11,Accepted,2024-03-01,1 month Pro
R2455_0,2455,Instagram DM,2024-12-10,Pending,,
R2455_1,2455,Team Invite,2024-12-03,Pending,,
R2455_2,2455,Link,2024-11-22,Pending,,
R2455_3,2455,Instagram DM,2024-11-15,Pending,,
R2456_0,2456,Link,2024-07-06,Accepted,2024-07-10,Template Unlock
R2456_1,2456,Email,2024-08-04,Accepted,2024-08-12,Credit Pack
R2456_2,2456,WhatsApp,2024-06-30,Accepted,2024-07-15,Credit Pack
R2474_0,2474,Link,2024-04-19,Pending,,
R2474_1,2474,Team Invite,2024-03-20,Pending,,
R2474_2,2474,Team Invite,2024-04-14,Pending,,
R2474_3,2474,Link,2024-03-20,Pending,,
R2475_0,2475,WhatsApp,2024-03-08,Accepted,2024-03-10,1 month Pro
R2475_1,2475,WhatsApp,2024-02-25,Pending,,
R2475_2,2475,Link,2024-02-11,Accepted,2024-02-28,1 month Pro
R2475_3,2475,Link,2024-02-12,Accepted,2024-02-22,Credit Pack
R2475_4,2475,WhatsApp,2024-03-06,Accepted,2024-03-15,1 month Pro
R2479_0,2479,Instagram DM,2024-02-27,Pending,,
R2483_0,2483,Link,2024-03-27,Accepted,2024-04-11,1 month Pro
R2483_1,2483,Link,2024-03-22,Accepted,2024-03-29,Credit Pack
R2483_2,2483,Team Invite,2024-03-09,Accepted,2024-03-13,1 month Pro
R2483_3,2483,Link,2024-04-10,Pending,,
R2483_4,2483,Instagram DM,2024-04-04,Accepted,2024-04-19,Credit Pack
R2486_0,2486,WhatsApp,2024-06-11,Accepted,2024-06-17,Credit Pack
R2486_1,2486,Email,2024-06-17,Pending,,
R2486_2,2486,Link,2024-06-02,Accepted,2024-06-10,Template Unlock
R2491_0,2491,Link,2024-05-18,Accepted,2024-05-22,Template Unlock
R2492_0,2492,Email,2024-04-22,Accepted,2024-04-25,1 month Pro
R2495_0,2495,Link,2024-06-23,Pending,,
R2499_0,2499,Link,2024-01-25,Pending,,
R2499_1,2499,Instagram DM,2024-01-24,Accepted,2024-02-09,Credit Pack
R2504_0,2504,Instagram DM,2024-02-11,Accepted,2024-02-21,Template Unlock
R2504_1,2504,Instagram DM,2024-03-17,Pending,,
R2504_2,2504,WhatsApp,2024-02-17,Accepted,2024-02-21,1 month Pro
R2504_3,2504,WhatsApp,2024-02-22,Pending,,
R2504_4,2504,Email,2024-03-14,Accepted,2024-03-16,1 month Pro
R2508_0,2508,Team Invite,2024-08-17,Accepted,2024-08-19,1 month Pro
R2508_1,2508,Link,2024-09-20,Accepted,2024-09-28,1 month Pro
R2508_2,2508,Link,2024-08-18,Pending,,
R2508_3,2508,Link,2024-08-21,Accepted,2024-09-09,Template Unlock
R2511_0,2511,Link,2024-04-22,Accepted,2024-04-23,Template Unlock
R2511_1,2511,Link,2024-04-06,Accepted,2024-04-22,1 month Pro
R2511_2,2511,Team Invite,2024-04-01,Accepted,2024-04-04,Credit Pack
R2511_3,2511,Link,2024-03-15,Accepted,2024-03-18,Credit Pack
R2511_4,2511,Link,2024-04-14,Accepted,2024-04-21,1 month Pro
R2512_0,2512,Team Invite,2024-12-09,Pending,,
R2512_1,2512,Link,2024-11-30,Accepted,2024-12-14,Template Unlock
R2514_0,2514,Link,2024-10-31,Accepted,2024-11-16,Template Unlock
R2514_1,2514,WhatsApp,2024-10-05,Accepted,2024-10-12,1 month Pro
R2514_2,2514,WhatsApp,2024-10-30,Accepted,2024-11-14,Template Unlock
R2522_0,2522,Email,2024-01-22,Accepted,2024-02-05,Template Unlock
R2527_0,2527,WhatsApp,2024-07-27,Accepted,2024-08-04,Credit Pack
R2527_1,2527,Link,2024-07-27,Accepted,2024-08-02,Credit Pack
R2527_2,2527,Link,2024-07-05,Pending,,
R2527_3,2527,WhatsApp,2024-06-26,Pending,,
R2527_4,2527,Link,2024-07-26,Pending,,
R2536_0,2536,Link,2025-01-15,Pending,,
R2536_1,2536,Link,2025-01-08,Pending,,
R2536_2,2536,Link,2024-12-26,Accepted,2025-01-05,1 month Pro
R2536_3,2536,Link,2025-01-13,Accepted,2025-01-20,Credit Pack
R2543_0,2543,Link,2025-01-09,Accepted,2025-01-24,Template Unlock
R2543_1,2543,WhatsApp,2025-01-09,Pending,,
R2544_0,2544,Link,2024-06-25,Pending,,
R2545_0,2545,Instagram DM,2024-11-03,Accepted,2024-11-13,1 month Pro
R2545_1,2545,Link,2024-11-07,Pending,,
R2545_2,2545,Link,2024-11-15,Pending,,
R2547_0,2547,Link,2024-11-02,Pending,,
R2547_1,2547,Link,2024-11-30,Accepted,2024-12-19,1 month Pro
R2547_2,2547,Link,2024-11-24,Accepted,2024-12-12,Template Unlock
R2547_3,2547,WhatsApp,2024-10-21,Accepted,2024-11-06,1 month Pro
R2547_4,2547,Email,2024-10-24,Accepted,2024-10-28,1 month Pro
R2551_0,2551,Link,2024-09-17,Accepted,2024-10-06,1 month Pro
R2552_0,2552,Instagram DM,2024-05-30,Accepted,2024-06-02,Template Unlock
R2552_1,2552,Email,2024-06-10,Pending,,
R2559_0,2559,Link,2024-02-07,Pending,,
R2559_1,2559,WhatsApp,2024-01-30,Pending,,
R2559_2,2559,Instagram DM,2024-02-03,Pending,,
R2559_3,2559,Instagram DM,2024-01-31,Accepted,2024-02-05,Credit Pack
R2559_4,2559,WhatsApp,2024-02-04,Accepted,2024-02-17,1 month Pro
R2560_0,2560,WhatsApp,2024-08-11,Pending,,
R2560_1,2560,WhatsApp,2024-08-19,Accepted,2024-09-04,Template Unlock
R2566_0,2566,Team Invite,2024-06-14,Accepted,2024-06-15,1 month Pro
R2566_1,2566,Instagram DM,2024-07-09,Accepted,2024-07-15,Template Unlock
R2566_2,2566,WhatsApp,2024-06-18,Pending,,
R2566_3,2566,WhatsApp,2024-06-16,Pending,,
R2568_0,2568,WhatsApp,2024-09-14,Pending,,
R2568_1,2568,Instagram DM,2024-09-16,Accepted,2024-09-24,1 month Pro
R2568_2,2568,Link,2024-09-24,Accepted,2024-09-29,Credit Pack
R2568_3,2568,Link,2024-08-25,Pending,,
R2574_0,2574,Link,2024-05-26,Accepted,2024-06-08,1 month Pro
R2574_1,2574,Link,2024-06-08,Accepted,2024-06-18,Credit Pack
R2574_2,2574,Link,2024-06-26,Pending,,
R2584_0,2584,Team Invite,2024-09-04,Accepted,2024-09-12,1 month Pro
R2584_1,2584,Link,2024-09-11,Accepted,2024-09-12,Credit Pack
R2584_2,2584,Team Invite,2024-09-26,Accepted,2024-10-11,Credit Pack
R2590_0,2590,Link,2024-06-02,Pending,,
R2590_1,2590,Link,2024-05-15,Pending,,
R2590_2,2590,WhatsApp,2024-05-11,Accepted,2024-05-17,1 month Pro
R2590_3,2590,Link,2024-05-29,Pending,,
R2597_0,2597,Instagram DM,2024-08-10,Accepted,2024-08-18,Credit Pack
R2597_1,2597,Link,2024-07-11,Accepted,2024-07-20,1 month Pro
R2597_2,2597,Link,2024-07-13,Accepted,2024-07-21,Credit Pack
R2599_0,2599,Team Invite,2024-12-24,Pending,,
R2599_1,2599,Link,2025-01-01,Accepted,2025-01-06,Credit Pack
R2599_2,2599,Email,2025-01-25,Pending,,
R2601_0,2601,Link,2024-11-28,Accepted,2024-12-06,1 month Pro
R2606_0,2606,Link,2024-10-16,Pending,,
R2611_0,2611,Instagram DM,2024-12-27,Accepted,2025-01-04,Template Unlock
R2613_0,2613,Team Invite,2024-04-03,Accepted,2024-04-08,Credit Pack
R2613_1,2613,Email,2024-03-25,Pending,,
R2630_0,2630,Instagram DM,2024-01-24,Pending,,
R2630_1,2630,Team Invite,2024-02-20,Accepted,2024-03-04,Credit Pack
R2630_2,2630,WhatsApp,2024-02-02,Accepted,2024-02-17,1 month Pro
R2630_3,2630,Email,2024-02-08,Pending,,
R2640_0,2640,Instagram DM,2024-12-14,Accepted,2024-12-24,Template Unlock
R2640_1,2640,Link,2024-11-29,Accepted,2024-12-12,1 month Pro
R2640_2,2640,Instagram DM,2024-11-29,Pending,,
R2640_3,2640,WhatsApp,2024-11-22,Pending,,
R2645_0,2645,Link,2024-07-15,Accepted,2024-07-17,Credit Pack
R2645_1,2645,Link,2024-07-17,Accepted,2024-08-04,Credit Pack
R2645_2,2645,Link,2024-07-02,Pending,,
R2645_3,2645,Link,2024-06-24,Pending,,
R2645_4,2645,Link,2024-06-30,Accepted,2024-07-19,Credit Pack
R2661_0,2661,Link,2024-06-12,Pending,,
R2661_1,2661,Team Invite,2024-07-04,Accepted,2024-07-21,1 month Pro
R2661_2,2661,Link,2024-06-25,Pending,,
R2662_0,2662,Instagram DM,2024-10-31,Pending,,
R2663_0,2663,Link,2024-03-28,Accepted,2024-04-13,Credit Pack
R2663_1,2663,Email,2024-04-03,Accepted,2024-04-17,Credit Pack
R2665_0,2665,Instagram DM,2024-03-31,Accepted,2024-04-10,1 month Pro
R2665_1,2665,Team Invite,2024-04-17,Accepted,2024-04-23,Template Unlock
R2665_2,2665,Link,2024-03-29,Pending,,
R2665_3,2665,Link,2024-04-27,Accepted,2024-05-10,1 month Pro
R2665_4,2665,WhatsApp,2024-04-22,Accepted,2024-04-28,Template Unlock
R2669_0,2669,Link,2024-02-25,Pending,,
R2669_1,2669,Link,2024-03-01,Accepted,2024-03-15,Credit Pack
R2669_2,2669,Link,2024-02-10,Accepted,2024-02-15,Template Unlock
R2669_3,2669,Instagram DM,2024-02-13,Pending,,
R2673_0,2673,WhatsApp,2024-11-29,Pending,,
R2673_1,2673,Link,2024-11-20,Pending,,
R2673_2,2673,Link,2024-11-08,Pending,,
R2673_3,2673,Link,2024-12-14,Accepted,2025-01-02,Credit Pack
R2679_0,2679,Team Invite,2024-08-17,Accepted,2024-08-22,1 month Pro
R2679_1,2679,WhatsApp,2024-08-25,Accepted,2024-09-11,Template Unlock
R2679_2,2679,WhatsApp,2024-09-06,Accepted,2024-09-11,Credit Pack
R2679_3,2679,WhatsApp,2024-08-15,Accepted,2024-08-16,1 month Pro
R2679_4,2679,Link,2024-08-26,Pending,,
R2682_0,2682,Email,2024-02-19,Accepted,2024-02-20,1 month Pro
R2682_1,2682,Team Invite,2024-03-10,Pending,,
R2682_2,2682,Link,2024-03-01,Accepted,2024-03-02,Credit Pack
R2688_0,2688,Email,2024-08-18,Accepted,2024-08-29,1 month Pro
R2688_1,2688,Link,2024-08-10,Pending,,
R2689_0,2689,WhatsApp,2024-09-26,Accepted,2024-10-04,Credit Pack
R2689_1,2689,WhatsApp,2024-09-07,Accepted,2024-09-16,Credit Pack
R2692_0,2692,Instagram DM,2024-08-21,Accepted,2024-09-01,Credit Pack
R2692_1,2692,WhatsApp,2024-08-16,Accepted,2024-08-24,1 month Pro
R2692_2,2692,Link,2024-08-15,Accepted,2024-09-02,1 month Pro
R2692_3,2692,Link,2024-08-21,Accepted,2024-09-06,Template Unlock
R2693_0,2693,Email,2024-12-15,Accepted,2024-12-25,1 month Pro
R2693_1,2693,Instagram DM,2024-12-10,Accepted,2024-12-21,1 month Pro
R2693_2,2693,WhatsApp,2024-12-21,Accepted,2025-01-04,1 month Pro
R2693_3,2693,Link,2024-12-01,Accepted,2024-12-11,1 month Pro
R2705_0,2705,Link,2024-02-13,Accepted,2024-02-24,1 month Pro
R2707_0,2707,Team Invite,2024-10-17,Accepted,2024-10-29,Template Unlock
R2707_1,2707,Link,2024-09-17,Accepted,2024-09-29,Template Unlock
R2707_2,2707,Link,2024-10-18,Pending,,
R2707_3,2707,Instagram DM,2024-10-15,Accepted,2024-11-02,Template Unlock
R2707_4,2707,Link,2024-09-28,Accepted,2024-10-08,1 month Pro
R2708_0,2708,WhatsApp,2024-05-25,Accepted,2024-06-05,1 month Pro
R2708_1,2708,WhatsApp,2024-04-30,Accepted,2024-05-12,1 month Pro
R2710_0,2710,WhatsApp,2024-11-24,Accepted,2024-11-30,Credit Pack
R2713_0,2713,Link,2024-12-30,Accepted,2025-01-07,Credit Pack
R2713_1,2713,Link,2024-12-28,Pending,,
R2713_2,2713,Link,2025-01-12,Pending,,
R2713_3,2713,Link,2024-12-31,Pending,,
R2723_0,2723,Instagram DM,2024-03-09,Accepted,2024-03-18,Template Unlock
R2744_0,2744,WhatsApp,2024-12-20,Accepted,2024-12-29,1 month Pro
R2744_1,2744,Team Invite,2024-12-17,Pending,,
